index,sfdc_tier,poc_image,segment,sub_segment,Brand,Pack_Type,GTO_Tax,Volume_2019 Product,province,price,returnability,norm,Discount_Total,label
18,1.0,1.0,3.0,5.0,13.0,0.0,3.7290612437467683,-2.120263536200091,4.0,347.0,1.0,13.45362404707371,1.410986973710262,0
19,1.0,1.0,3.0,5.0,16.0,0.0,4.8118590992303405,-1.1488535051048565,4.0,387.89,1.0,16.3707055437449,2.419478844465545,0
20,1.0,1.0,3.0,5.0,16.0,0.0,4.8118590992303405,-1.1488535051048565,4.0,387.89,1.0,16.3707055437449,2.419478844465545,0
21,1.0,1.0,3.0,5.0,22.0,0.0,5.980201354829271,-0.05024121643674679,4.0,415.9,1.0,22.271057451320086,3.573468602602609,0
22,1.0,1.0,3.0,5.0,2.0,3.0,5.50117657455954,-0.5108256237659905,4.0,408.3,1.0,5.0,3.1376657694426577,2
23,1.0,1.0,3.0,5.0,11.0,3.0,5.392763536839982,-0.5108256237659905,4.0,366.35,1.0,11.916375287812984,3.0339909856710814,0
24,1.0,1.0,3.0,5.0,11.0,3.0,4.121473229610353,-1.6094379124341003,4.0,308.25,1.0,11.916375287812984,1.7387102481382397,0
25,1.0,1.0,3.0,5.0,13.0,3.0,7.215092909092359,1.667706820558076,4.0,256.57,1.0,13.784048752090222,4.625854777180924,0
26,1.0,1.0,3.0,5.0,16.0,3.0,5.041617031704984,-0.916290731874155,4.0,386.8,1.0,16.64331697709324,2.6525374911719513,0
36,2.0,1.0,0.0,0.0,13.0,3.0,8.428807779964373,2.8903717578961645,0.0,254.28,1.0,13.564659966250536,6.250052459355387,3
40,2.0,1.0,3.0,5.0,2.0,0.0,5.382658514981787,-0.7339691750802004,2.0,453.33,1.0,4.358898943540674,4.184946706904381,2
41,2.0,1.0,3.0,5.0,11.0,0.0,4.771362360852162,-1.0216512475319814,2.0,328.0,1.0,11.661903789690601,3.616308761279101,0
42,2.0,1.0,3.0,5.0,13.0,0.0,4.645351975620923,-1.2039728043259361,2.0,347.0,1.0,13.564659966250536,3.4907333469730104,0
43,2.0,1.0,3.0,5.0,13.0,0.0,7.348059721132836,1.6639260977181698,2.0,294.16,1.0,13.564659966250536,6.095283875746979,0
44,2.0,1.0,3.0,5.0,16.0,0.0,6.644440562978651,0.6805683983530852,2.0,389.11,1.0,16.46207763315433,5.41498867335173,0
45,2.0,1.0,3.0,5.0,16.0,0.0,7.630257357501415,1.667895482005669,2.0,388.53,1.0,16.46207763315433,6.385750736624712,0
46,2.0,1.0,3.0,5.0,16.0,0.0,5.599088403541535,-0.3410828491788961,2.0,380.0,1.0,16.46207763315433,4.446291680920604,0
47,2.0,1.0,3.0,5.0,2.0,0.0,5.788123623089952,-0.3285040669720361,2.0,453.33,1.0,4.358898943540674,4.590766955677347,2
49,2.0,1.0,3.0,5.0,13.0,0.0,5.115355604866659,-0.7339691750802004,2.0,347.0,1.0,13.564659966250536,3.961003627649768,0
51,2.0,1.0,3.0,5.0,16.0,0.0,6.92207229957693,0.9604989865384754,2.0,388.22,1.0,16.46207763315433,5.692620409950009,0
52,2.0,1.0,3.0,5.0,16.0,0.0,6.826762119772606,0.8645762961874763,2.0,388.46,1.0,16.46207763315433,5.5972731512231935,0
54,2.0,1.0,3.0,5.0,16.0,0.0,5.011301738639416,-0.7444404749474959,2.0,316.0,1.0,16.46207763315433,3.8582001987306396,0
55,2.0,1.0,3.0,5.0,17.0,0.0,5.499910363831802,0.09075436326846412,2.0,223.44,1.0,17.435595774162696,4.335982696172475,0
56,2.0,1.0,0.0,0.0,2.0,0.0,7.235042606026277,1.1184149159642893,2.0,453.33,1.0,3.1622776601683795,6.037441233348006,2
57,2.0,1.0,0.0,0.0,11.0,0.0,5.790143640304245,0.0769610411361284,2.0,302.83,1.0,11.269427669584644,4.562680134367139,0
58,2.0,1.0,0.0,0.0,13.0,0.0,5.8085027854266045,-0.040821994520255166,2.0,347.0,1.0,13.228756555322953,4.589244035437832,0
59,2.0,1.0,0.0,0.0,13.0,0.0,8.101838340619405,2.4176979000945504,2.0,294.16,1.0,13.228756555322953,6.828257422850038,3
60,2.0,1.0,0.0,0.0,16.0,0.0,7.486007748656869,1.522790105708428,2.0,388.86,1.0,16.186414056238647,6.256555859029948,0
61,2.0,1.0,0.0,0.0,16.0,0.0,7.925374408440715,1.9630481649999878,2.0,388.51,1.0,16.186414056238647,6.695910159325724,0
63,1.0,1.0,3.0,5.0,13.0,0.0,5.115355604866659,-0.7339691750802004,3.0,347.0,1.0,13.45362404707371,3.714547200862514,0
64,1.0,1.0,3.0,5.0,21.0,0.0,7.406346365079785,1.7509374747078,3.0,285.83,1.0,21.283796653792763,5.2337255106548595,0
66,2.0,1.0,3.0,5.0,11.0,0.0,3.9341758100692794,-1.7147984280919266,10.0,284.0,1.0,11.661903789690601,2.3850863145057892,0
67,2.0,1.0,3.0,5.0,11.0,0.0,4.421487703554795,-1.0216512475319814,10.0,231.17,1.0,11.661903789690601,3.067122269640664,0
68,2.0,1.0,3.0,5.0,13.0,0.0,4.826231571097977,-0.616186139423817,10.0,231.0,1.0,13.564659966250536,3.456632088550256,0
69,2.0,1.0,3.0,5.0,13.0,0.0,6.643776712229567,1.3454723665996355,10.0,200.0,1.0,13.564659966250536,5.450007879788469,0
70,2.0,1.0,3.0,5.0,16.0,0.0,6.251672642559008,0.5971867894140341,10.0,285.57,1.0,16.46207763315433,5.003543540282499,0
71,2.0,1.0,3.0,5.0,16.0,0.0,4.502472787749749,-1.152013065395225,10.0,285.57,1.0,16.46207763315433,3.298795448044074,0
72,2.0,1.0,3.0,5.0,16.0,0.0,4.672361435528415,-0.9288695140810151,10.0,270.76,1.0,16.46207763315433,3.5743099993708003,0
73,2.0,1.0,3.0,5.0,17.0,0.0,4.64736723468788,-0.21072103131565253,10.0,128.78,1.0,17.435595774162696,3.687878953780353,0
74,2.0,1.0,3.0,5.0,17.0,0.0,5.445874930905651,0.5877866649021191,10.0,128.78,1.0,17.435595774162696,4.486386649998125,0
82,1.0,1.0,0.0,0.0,2.0,0.0,4.90453376321371,-1.2039728043259361,0.0,449.67,1.0,2.6457513110645907,4.362334001328145,2
83,1.0,1.0,0.0,0.0,11.0,0.0,2.9796028916241073,-2.8134107167600364,0.0,328.0,1.0,11.135528725660043,2.209372711271867,0
84,1.0,1.0,0.0,0.0,11.0,0.0,4.979213424087916,-0.7339691750802004,0.0,302.83,1.0,11.135528725660043,4.368307962532944,0
85,1.0,1.0,0.0,0.0,13.0,0.0,6.171408279115973,0.3220834991691132,0.0,347.0,1.0,13.114877048604,5.830121396699219,0
86,1.0,1.0,0.0,0.0,13.0,0.0,7.265149963845218,1.5810384379124025,0.0,294.16,1.0,13.114877048604,6.936624523144797,0
87,1.0,1.0,0.0,0.0,16.0,0.0,6.826859707723823,0.8641549774536266,0.0,388.66,1.0,16.09347693943108,6.335958098224663,0
88,1.0,1.0,0.0,0.0,16.0,0.0,6.826859707723823,0.8641549774536266,0.0,388.66,1.0,16.09347693943108,6.314417233641683,0
89,1.0,1.0,0.0,0.0,22.0,0.0,6.491026978595262,0.4593217808988752,0.0,416.42,1.0,22.06807649071391,5.6276930535489464,0
98,1.0,1.0,3.0,5.0,13.0,0.0,5.067960360715525,-0.616186139423817,2.0,294.17,1.0,13.45362404707371,2.6741486494265287,0
104,2.0,1.0,3.0,5.0,13.0,0.0,3.7290612437467683,-2.120263536200091,2.0,347.0,1.0,13.564659966250536,1.8164520818184267,0
105,2.0,1.0,3.0,5.0,13.0,0.0,4.816645932434619,-0.8675005677047231,2.0,294.17,1.0,13.564659966250536,2.8284963541780774,0
106,2.0,1.0,3.0,5.0,13.0,3.0,5.045745004543015,-0.5108256237659907,2.0,258.93,1.0,13.892443989449804,3.051166980442092,0
107,2.0,1.0,3.0,5.0,16.0,3.0,6.497860373794587,0.5877866649021191,2.0,368.73,1.0,16.73320053068151,4.509760001183433,3
108,2.0,1.0,3.0,5.0,16.0,3.0,6.652011053621845,0.7419373447293773,2.0,368.73,1.0,16.73320053068151,4.663910681010692,3
109,1.0,1.0,1.0,3.0,21.0,0.0,2.8419981736119486,-2.8134107167600364,3.0,285.83,1.0,21.095023109728988,0.85015092936961,0
110,1.0,1.0,1.0,3.0,22.0,0.0,3.495294705041271,-2.5383074265151158,3.0,417.22,1.0,22.090722034374522,0.5128236264286637,0
113,1.0,1.0,0.0,0.0,21.0,3.0,6.114190899969719,0.5306282510621704,3.0,266.02,1.0,21.283796653792763,4.122445992332976,0
114,1.0,1.0,1.0,3.0,13.0,0.0,5.355642433167306,-0.3285040669720361,0.0,294.17,1.0,13.152946437965905,3.367985247456042,0
115,1.0,1.0,1.0,3.0,13.0,3.0,8.02334267185621,2.4849066497880004,0.0,254.28,1.0,13.490737563232042,6.299721007795371,3
116,2.0,1.0,2.0,12.0,4.0,0.0,6.378765684588475,0.24529635595534308,0.0,461.03,0.0,5.0,4.832704085603594,2
117,2.0,1.0,2.0,12.0,13.0,2.0,4.825910852685991,-0.9263410677276565,0.0,314.9,0.0,13.490737563232042,3.3120018028576843,2
118,2.0,1.0,2.0,12.0,13.0,2.0,4.900076103529192,-0.9263410677276565,0.0,339.14,0.0,13.490737563232042,3.3250360206965914,2
119,2.0,1.0,2.0,12.0,21.0,2.0,6.187853361113372,0.4599532933922342,0.0,307.32,0.0,21.307275752662516,4.601162164590552,2
120,2.0,1.0,2.0,12.0,11.0,0.0,4.50920979484218,-1.2039728043259361,0.0,302.83,1.0,11.445523142259598,2.9517803860248084,0
121,2.0,1.0,2.0,12.0,16.0,0.0,5.704448919199361,-0.13926206733350766,0.0,345.06,1.0,16.30950643030009,4.220977213155467,0
122,2.0,1.0,2.0,12.0,21.0,0.0,8.343256384156676,2.6878474937846906,0.0,285.83,1.0,21.236760581595302,6.78028547773621,0
123,2.0,1.0,2.0,12.0,22.0,0.0,4.188441885601216,-1.8451602459551701,0.0,417.22,1.0,22.22611077089287,2.613739521630969,0
124,2.0,1.0,2.0,12.0,11.0,3.0,6.692046520970243,0.7884573603642703,0.0,366.35,1.0,11.832159566199232,4.847645665601793,3
125,2.0,1.0,2.0,12.0,16.0,3.0,6.092395265686423,0.1823215567939546,0.0,368.73,1.0,16.583123951777,4.531738907902208,3
126,2.0,1.0,2.0,12.0,21.0,3.0,9.952091032614502,4.379523504455763,0.0,263.11,1.0,21.447610589527216,8.196839155862403,3
127,2.0,1.0,0.0,0.0,2.0,0.0,3.9963641538618973,-2.120263536200091,10.0,453.33,1.0,3.1622776601683795,2.165619237920888,2
128,2.0,1.0,0.0,0.0,11.0,0.0,2.8997718824080807,-2.8134107167600364,10.0,302.83,1.0,11.269427669584644,1.0402767116551463,0
129,2.0,1.0,0.0,0.0,13.0,0.0,3.035914063186823,-2.8134107167600364,10.0,347.0,1.0,13.228756555322953,1.247032293786383,0
130,2.0,1.0,0.0,0.0,21.0,0.0,5.039222750948168,-0.616186139423817,10.0,285.83,1.0,21.142374511865974,3.173878458937465,0
131,2.0,1.0,0.0,0.0,11.0,3.0,4.442651256490317,-1.2039728043259363,10.0,283.33,1.0,11.661903789690601,2.5817308344235403,0
132,2.0,1.0,0.0,0.0,21.0,3.0,8.48359297364528,2.917770732084279,10.0,261.34,1.0,21.354156504062622,6.469916761338934,3
133,2.0,1.0,3.0,5.0,11.0,0.0,4.28606624352797,-1.4271163556401458,2.0,302.83,1.0,11.661903789690601,1.8961194845522977,0
134,2.0,1.0,3.0,5.0,13.0,0.0,3.035914063186823,-2.8134107167600364,2.0,347.0,1.0,13.564659966250536,0.7178397931503168,0
136,2.0,1.0,3.0,5.0,16.0,0.0,4.118711918670395,-1.8388510767619055,2.0,386.67,1.0,16.46207763315433,1.7263316639055997,0
137,2.0,1.0,3.0,5.0,16.0,0.0,3.401863826205316,-2.5383074265151158,2.0,380.0,1.0,16.46207763315433,1.085189268335969,0
138,2.0,1.0,3.0,5.0,13.0,3.0,7.060648025085279,1.5686159179138452,2.0,242.75,1.0,13.892443989449804,4.660604892876192,0
139,2.0,1.0,3.0,5.0,16.0,3.0,5.3992480851264775,-0.5108256237659905,2.0,368.73,1.0,16.73320053068151,3.005682604407159,0
140,2.0,1.0,3.0,5.0,21.0,3.0,6.95211660268089,1.3862943611198906,2.0,261.34,1.0,21.563858652847824,4.553034431567563,3
141,2.0,1.0,3.0,5.0,22.0,3.0,5.404297690085269,-0.5108256237659909,2.0,370.6,1.0,22.538855339169288,2.999724294823529,0
143,2.0,1.0,3.0,5.0,2.0,0.0,3.3032169733019514,-2.8134107167600364,2.0,453.33,1.0,4.358898943540674,1.6351056591826783,2
144,2.0,1.0,3.0,5.0,13.0,0.0,5.355642433167306,-0.3285040669720361,2.0,294.17,1.0,13.564659966250536,3.6555811687124216,0
145,2.0,1.0,3.0,5.0,16.0,0.0,3.4255647381104497,-2.5383074265151158,2.0,389.11,1.0,16.46207763315433,1.7263316639055997,0
146,2.0,1.0,3.0,5.0,22.0,0.0,3.495294705041271,-2.5383074265151158,2.0,417.22,1.0,22.338307903688676,1.7783364488959144,0
147,2.0,1.0,3.0,5.0,13.0,3.0,5.805014479730247,0.26236426446749106,2.0,255.35,1.0,13.892443989449804,4.096841442420688,0
148,2.0,1.0,3.0,5.0,22.0,3.0,5.404297690085269,-0.5108256237659907,2.0,370.6,1.0,22.538855339169288,3.2627013044082305,0
151,2.0,1.0,3.0,5.0,13.0,0.0,6.9137870512138555,1.2296405510745139,2.0,294.17,1.0,13.564659966250536,5.437035285859859,0
152,2.0,1.0,3.0,5.0,22.0,0.0,4.881589066161162,-1.152013065395225,2.0,417.22,1.0,22.338307903688676,2.503891949699081,0
156,1.0,1.0,3.0,5.0,13.0,0.0,3.563882963939251,-2.120263536200091,10.0,294.17,1.0,13.45362404707371,1.169381359556317,0
157,2.0,1.0,1.0,3.0,11.0,0.0,3.9983841710761894,-1.7147984280919266,10.0,302.83,1.0,11.313708498984761,1.6074359097634274,0
158,2.0,1.0,1.0,3.0,13.0,0.0,4.134526351854933,-1.7147984280919266,10.0,347.0,1.0,13.2664991614216,1.8180767775454285,0
159,2.0,1.0,1.0,3.0,2.0,3.0,6.194323755119485,0.1823215567939546,10.0,408.3,1.0,4.47213595499958,3.8310298462186143,2
160,2.0,1.0,1.0,3.0,13.0,3.0,3.906206120106581,-1.6094379124341003,10.0,248.55,1.0,13.601470508735444,1.536867219599265,0
161,2.0,1.0,1.0,3.0,16.0,3.0,4.706100904566532,-1.2039728043259361,10.0,368.73,1.0,16.492422502470642,2.312535423847214,0
162,2.0,1.0,1.0,3.0,16.0,3.0,4.706100904566532,-1.2039728043259361,10.0,368.73,1.0,16.492422502470642,2.312535423847214,0
163,2.0,1.0,1.0,3.0,21.0,3.0,8.428023122490469,2.8622008809294686,10.0,261.34,1.0,21.37755832643195,6.028880748493404,3
164,2.0,1.0,1.0,3.0,13.0,0.0,4.645351975620923,-1.2039728043259361,0.0,347.0,1.0,13.2664991614216,3.0209125720842893,0
165,2.0,1.0,1.0,3.0,2.0,3.0,6.7051493788854755,0.6931471805599453,0.0,408.3,1.0,4.47213595499958,5.03500265054455,2
166,2.0,1.0,1.0,3.0,11.0,3.0,6.38856140554563,0.7419373447293773,0.0,283.33,1.0,11.704699910719626,4.690430029938915,3
167,2.0,1.0,1.0,3.0,13.0,3.0,7.769040571819563,2.2300144001592104,0.0,254.43,1.0,13.601470508735444,6.060314074988396,3
168,2.0,1.0,1.0,3.0,16.0,3.0,5.804713193234642,-0.10536051565782628,0.0,368.73,1.0,16.492422502470642,4.104294893075269,3
171,2.0,1.0,1.0,3.0,13.0,3.0,5.943901130176372,0.4054651081081644,10.0,254.28,1.0,13.601470508735444,4.458292990127331,0
181,1.0,1.0,3.0,5.0,21.0,0.0,7.885453385065654,2.255493485460195,3.0,278.65,1.0,21.283796653792763,6.573344915239341,0
183,1.0,1.0,3.0,5.0,21.0,3.0,8.956063416885847,3.391147045808654,3.0,261.1,1.0,21.494185260204677,7.744439874538278,3
198,1.0,1.0,1.0,3.0,13.0,0.0,3.7290612437467683,-2.120263536200091,3.0,347.0,1.0,13.152946437965905,1.5085119938441398,0
199,1.0,1.0,1.0,3.0,16.0,0.0,6.37000371727689,0.40879289820083897,3.0,388.08,1.0,16.1245154965971,4.21921354426797,0
200,1.0,1.0,1.0,3.0,16.0,3.0,7.526728331353945,1.5260563034950492,3.0,403.7,1.0,16.401219466856727,5.502359644559846,3
201,1.0,1.0,1.0,3.0,21.0,3.0,8.586247127705363,3.0204248861443626,3.0,261.34,1.0,21.307275752662516,6.8173490551061215,3
210,1.0,1.0,1.0,3.0,11.0,0.0,4.28606624352797,-1.4271163556401458,3.0,302.83,1.0,11.180339887498949,2.589266665112243,0
211,1.0,1.0,1.0,3.0,13.0,0.0,4.422208424306714,-1.4271163556401458,3.0,347.0,1.0,13.152946437965905,2.797281334830153,0
212,1.0,1.0,1.0,3.0,21.0,0.0,6.425517112068059,0.7701082216960737,3.0,285.83,1.0,21.095023109728988,4.665606554791922,0
213,1.0,1.0,1.0,3.0,22.0,0.0,5.797879798035317,-0.23319388716771114,3.0,416.16,1.0,22.090722034374522,3.9891692146048,0
214,2.0,1.0,1.0,13.0,11.0,0.0,6.598917664457565,0.7419373447293773,10.0,349.67,1.0,11.313708498984761,5.149295180155008,0
215,2.0,1.0,1.0,13.0,11.0,0.0,5.202356975402125,-0.5108256237659907,10.0,302.83,1.0,11.313708498984761,3.72834052299485,0
216,2.0,1.0,1.0,13.0,13.0,0.0,5.338499156180869,-0.5108256237659907,10.0,347.0,1.0,13.2664991614216,3.9373008126124147,0
217,2.0,1.0,1.0,13.0,13.0,3.0,10.185797722119506,4.642465970731788,10.0,255.53,1.0,13.601470508735444,8.700649104584656,3
218,2.0,1.0,1.0,13.0,21.0,3.0,9.079228906108467,3.4657359027997265,10.0,274.1,1.0,21.37755832643195,7.601102439544749,3
219,2.0,1.0,3.0,5.0,13.0,0.0,3.9693480720474157,-1.7147984280919266,5.0,294.17,1.0,13.564659966250536,2.0769384114617173,0
224,0.0,1.0,3.0,5.0,13.0,0.0,4.134366236571586,-1.7147984280919266,1.0,346.94,1.0,13.416407864998739,3.338257581888281,0
225,0.0,1.0,3.0,5.0,13.0,0.0,6.202920058627001,0.5187937934151675,1.0,294.16,1.0,13.416407864998739,5.568191820349853,0
226,0.0,1.0,3.0,5.0,17.0,0.0,5.346392989779599,-0.05024121643674679,1.0,220.66,1.0,17.320508075688775,4.851405068525699,0
227,0.0,1.0,3.0,5.0,17.0,0.0,5.346392989779599,-0.05024121643674679,1.0,220.66,1.0,17.320508075688775,4.851248708584797,0
237,2.0,1.0,1.0,3.0,2.0,0.0,4.912654885736052,-1.2039728043259361,4.0,453.33,1.0,3.3166247903554,2.552565298261815,2
238,2.0,1.0,1.0,3.0,2.0,0.0,3.2120525995200753,-2.8134107167600364,4.0,413.83,1.0,3.3166247903554,0.8458682675776092,2
239,2.0,1.0,1.0,3.0,11.0,0.0,2.89977188240808,-2.8134107167600364,4.0,302.83,1.0,11.313708498984761,0.5068176023684519,0
240,2.0,1.0,1.0,3.0,16.0,0.0,3.4255647381104497,-2.5383074265151158,4.0,389.11,1.0,16.217274740226856,1.0331844833456545,0
241,2.0,1.0,1.0,3.0,11.0,3.0,6.692046520970243,0.7884573603642703,4.0,366.35,1.0,11.704699910719626,4.132442850820759,0
242,2.0,1.0,1.0,3.0,13.0,3.0,8.233434080744528,2.6946271807700692,4.0,254.37,1.0,13.601470508735444,5.561834812000519,3
248,1.0,1.0,3.0,5.0,13.0,0.0,5.7439642642890325,-0.10536051565782628,0.0,347.0,1.0,13.45362404707371,3.4258899942525267,0
252,2.0,1.0,3.0,5.0,11.0,0.0,3.6788291182604347,-2.120263536200091,9.0,330.0,1.0,11.661903789690601,1.766441661243765,0
253,2.0,1.0,3.0,5.0,11.0,0.0,3.6727500721840527,-2.120263536200091,9.0,328.0,1.0,11.661903789690601,1.7595805708638197,0
254,2.0,1.0,3.0,5.0,11.0,0.0,4.142181891636261,-1.7147984280919266,9.0,349.67,1.0,11.661903789690601,2.1815467646169897,0
255,2.0,1.0,3.0,5.0,16.0,0.0,4.8118590992303405,-1.1488535051048565,9.0,387.89,1.0,16.46207763315433,2.8243506567983707,0
256,2.0,1.0,3.0,5.0,11.0,3.0,7.002201449274082,1.0986122886681098,9.0,366.35,1.0,12.041594578792296,5.048829839894225,0
257,2.0,1.0,3.0,5.0,13.0,3.0,8.56425996664177,3.0252910757955354,9.0,254.42,1.0,13.892443989449804,6.56783911885836,3
263,2.0,1.0,0.0,0.0,2.0,0.0,4.401829261970061,-1.7147984280919266,5.0,453.33,1.0,3.1622776601683795,2.9575110607337933,2
264,2.0,1.0,0.0,0.0,16.0,0.0,5.371474887165763,-0.5905905922348533,5.0,388.41,1.0,16.186414056238647,3.8948768465931756,0
265,2.0,1.0,0.0,0.0,16.0,0.0,4.118711918670395,-1.8451602459551701,5.0,389.11,1.0,16.186414056238647,2.641910398597665,0
266,2.0,1.0,0.0,0.0,11.0,3.0,5.507767590730244,-0.2231435513142097,5.0,308.25,1.0,11.661903789690601,4.0402403032289,0
267,2.0,1.0,0.0,0.0,13.0,3.0,6.3911127698945815,0.8754687373538999,5.0,248.55,1.0,13.564659966250536,4.938136283280016,3
268,2.0,1.0,0.0,0.0,13.0,3.0,6.924730383188098,1.3862943611198906,5.0,254.28,1.0,13.564659966250536,5.439078809256279,3
270,2.0,1.0,1.0,3.0,4.0,0.0,7.00395597125342,0.9046229270064731,6.0,445.56,0.0,4.69041575982343,5.730099782973574,2
271,2.0,1.0,1.0,3.0,5.0,0.0,7.377921395026178,1.2484680442124871,6.0,459.19,0.0,5.5677643628300215,6.105127997803371,2
272,2.0,1.0,1.0,3.0,9.0,0.0,7.550030129168325,2.0285429062462996,6.0,250.01,0.0,9.327379053088816,6.0179604109119476,2
274,2.0,1.0,1.0,3.0,9.0,0.0,6.349121508709494,0.32642190076771144,6.0,412.69,0.0,9.327379053088816,4.898063655490406,2
275,2.0,1.0,1.0,3.0,9.0,0.0,6.277582897583581,0.17227122094045313,6.0,448.23,0.0,9.327379053088816,4.793142414290861,2
277,2.0,1.0,1.0,3.0,11.0,0.0,6.375774113143355,0.5187937934151675,6.0,349.67,1.0,11.313708498984761,4.926166137469806,0
278,2.0,1.0,1.0,3.0,13.0,0.0,7.1790487895783555,1.3297240096314962,6.0,347.0,1.0,13.2664991614216,5.777776154564528,0
279,2.0,1.0,1.0,3.0,9.0,3.0,11.112724427299634,5.332235584751498,6.0,323.92,1.0,9.848857801796104,9.649277005978862,3
280,2.0,1.0,1.0,3.0,10.0,3.0,6.1772592322697015,0.3364722366212129,6.0,344.05,1.0,10.770329614269007,4.6930894840259745,0
281,2.0,1.0,1.0,3.0,11.0,3.0,9.749472363529573,3.845883202923601,6.0,366.35,1.0,11.704699910719626,8.306914037766909,3
282,2.0,1.0,1.0,3.0,15.0,3.0,6.0128345728441746,0.1823215567939546,6.0,340.53,1.0,15.524174696260024,4.500031867864786,3
283,2.0,1.0,1.0,3.0,22.0,3.0,7.109045782323694,1.1939224684724346,6.0,370.6,1.0,22.360679774997898,5.620328399323409,3
284,2.0,1.0,1.0,3.0,11.0,0.0,2.89977188240808,-2.8134107167600364,5.0,302.83,1.0,11.313708498984761,0.9122827104766164,0
285,2.0,1.0,1.0,3.0,13.0,0.0,3.7290612437467683,-2.120263536200091,5.0,347.0,1.0,13.2664991614216,1.8164520818184267,0
286,2.0,1.0,1.0,3.0,13.0,0.0,4.480173695813406,-1.2039728043259361,5.0,294.17,1.0,13.2664991614216,2.492378664626701,0
287,2.0,1.0,1.0,3.0,13.0,3.0,5.0689042022202315,-0.5108256237659907,5.0,265.0,1.0,13.601470508735444,3.0763901765714454,0
289,2.0,1.0,3.0,5.0,13.0,0.0,3.9693480720474157,-1.7147984280919266,7.0,294.17,1.0,13.564659966250536,1.9810014688665833,0
291,0.0,1.0,4.0,8.0,13.0,0.0,3.7367167835280966,-1.8451602459551701,1.0,265.57,1.0,13.674794331177344,1.33500106673234,0
300,2.0,1.0,2.0,12.0,11.0,0.0,5.306880597208525,-0.5905905922348533,6.0,364.12,1.0,11.445523142259598,3.7591048990034333,0
301,2.0,1.0,2.0,12.0,11.0,0.0,6.444751096356646,0.62057648772511,6.0,338.38,1.0,11.445523142259598,5.074360984976801,0
302,2.0,1.0,2.0,12.0,13.0,0.0,7.146787927360134,1.3297240096314962,6.0,335.98,1.0,13.379088160259652,5.791182664937034,0
303,2.0,1.0,2.0,12.0,13.0,0.0,5.915231241108393,0.23111172096338664,6.0,294.16,1.0,13.379088160259652,4.397407736712184,0
304,2.0,1.0,2.0,12.0,15.0,0.0,5.5920684850262,-0.3410828491788962,6.0,377.34,1.0,15.329709716755891,4.202750436065887,0
305,2.0,1.0,2.0,12.0,16.0,0.0,3.7367167835280966,-1.439695137847006,6.0,177.05,1.0,16.30950643030009,2.362739015813793,0
306,2.0,1.0,2.0,12.0,16.0,0.0,4.34536265030229,-1.8451602459551701,6.0,488.1,1.0,16.30950643030009,3.0007198150650303,0
307,2.0,1.0,2.0,12.0,16.0,0.0,5.820854146242039,-0.13926206733350752,6.0,387.66,1.0,16.30950643030009,4.373238128640803,0
308,2.0,1.0,2.0,12.0,16.0,0.0,6.537358042134466,0.640273690952877,6.0,363.97,1.0,16.30950643030009,5.206092422505519,0
309,2.0,1.0,2.0,12.0,16.0,0.0,3.574870537502069,-2.5383074265151158,6.0,451.77,1.0,16.30950643030009,2.214846178686039,0
310,2.0,1.0,2.0,12.0,17.0,0.0,6.427782118698912,1.1474024528375417,6.0,196.44,1.0,17.291616465790582,5.126520233210295,0
311,2.0,1.0,2.0,12.0,22.0,0.0,5.797879798035317,-0.23572233352106997,6.0,417.22,1.0,22.22611077089287,4.420044701861403,0
